name,latitude,longitude,country,base_fob_name
Relay Point 6,31.60113,45.41513,Iraq,Relay Point 6
Jss Umms Ah,31.623289,47.54197,Iraq,Jss Umms Ah
Relay Point 5,31.64699,45.27106,Iraq,Relay Point 5
Rafaei,31.717,46.1,Iraq,Rafaei
Abu Naji,31.7737007,47.1058998,Iraq,Abu Naji
Gaspar,31.807104,47.139762,Iraq,Gaspar
Amarah,31.819722,47.080833,Iraq,Amarah
Garry Owen,31.833356,47.076831,Iraq,Garry Owen
Pb Arrowhead,31.834856,47.12577,Iraq,Pb Arrowhead
Stadium Al Amarah,31.83573,47.12716,Iraq,Stadium Al Amarah
Al Sheeb,31.852991,47.768488,Iraq,Al Sheeb
Al Wahab,31.852991,47.768488,Iraq,Al Wahab
Apache - Iz,31.852991,47.768488,Iraq,Apache - Iz
Sifer,31.883948,47.124667,Iraq,Sifer
Relay Point 4,31.92629,45.0986,Iraq,Relay Point 4
Diwaniya,31.95,44.95,Iraq,Diwaniya
Najaf,31.95,44.3166666,Iraq,Najaf
Ad Diwaniyah,31.96717,44.91174,Iraq,Ad Diwaniyah
Ad Diwany,31.96717,44.91174,Iraq,Ad Diwany
Echo,31.9671993,44.9117012,Iraq,Echo
FOB Endurance,31.97,44.4,Iraq,FOB Endurance
FOB Q-West,31.97,44.4,Iraq,FOB Q-West
Qayyarah West,31.97,44.4,Iraq,Qayyarah West
Jss 2,31.97918,44.94019,Iraq,Jss 2
Endeavor,31.979901,44.40017,Iraq,Endeavor
Jss Kumayt,31.998097,46.9066,Iraq,Jss Kumayt
Foxtrot - Iz,32.0102,44.91138,Iraq,Foxtrot - Iz
Golf,32.02331,44.37447,Iraq,Golf
Nukhayb,32.02564,42.263732,Iraq,Nukhayb
Baker,32.02969,44.3704,Iraq,Baker
Nukheb,32.033,42.25,Iraq,Nukheb
Hotel,32.0692,44.31738,Iraq,Hotel
JSS 1,32.101022,45.609757,Iraq,JSS 1
Jss Mutanabe,32.101022,45.609757,Iraq,Jss Mutanabe
Relay Point 3,32.11714,44.97997,Iraq,Relay Point 3
Kut-Al-Hai,32.133,46.033,Iraq,Kut-Al-Hai
Kut Al Hayy,32.1452,46.0463,Iraq,Kut Al Hayy
Duke,32.1498985,44.1309013,Iraq,Duke
An Najaf,32.15346,44.1,Iraq,An Najaf
Jenkins,32.242117,45.150372,Iraq,Jenkins
Scania,32.3061981,44.8639984,Iraq,Scania
Hashimiyah,32.360106,44.654236,Iraq,Hashimiyah
Mudaysis,32.41548,41.95731,Iraq,Mudaysis
Bravo,32.42773,44.41158,Iraq,Bravo
Hella,32.45,44.45,Iraq,Hella
Al Tib,32.455497,47.170328,Iraq,Al Tib
PB Uvanni,32.455497,47.170328,Iraq,PB Uvanni
Sama,32.455497,47.170328,Iraq,Sama
Ali Algharbi,32.4666666,46.7166666,Iraq,Ali Algharbi
Stack House,32.471165,44.441523,Iraq,Stack House
Al Kut,32.48478,45.766,Iraq,Al Kut
Ubaydah Bin Al,32.48478,45.766,Iraq,Ubaydah Bin Al
Delta,32.4847984,45.7659988,Iraq,Delta
Charlie,32.5007019,44.4402008,Iraq,Charlie
Lsa Geiger,32.523521,45.331971,Iraq,Lsa Geiger
Al Hillah,32.53839,44.42535,Iraq,Al Hillah
Alpha,32.53839,44.42535,Iraq,Alpha
Babylon Pala,32.53839,44.42535,Iraq,Babylon Pala
Relay Point 2,32.53971,44.60436,Iraq,Relay Point 2
Ainaltamer,32.55,44.7166666,Iraq,Ainaltamer
Numaniyah,32.550555,45.287581,Iraq,Numaniyah
Kerbela,32.5666666,44.05,Iraq,Kerbela
Kilo,32.58337,44.02487,Iraq,Kilo
Juliet,32.59773,44.01587,Iraq,Juliet
Lima,32.59786,44.11849,Iraq,Lima
India,32.60825,44.0003,Iraq,India
Karbala,32.60825,44.0003,Iraq,Karbala
Jss Salaam,32.614447,45.452172,Iraq,Jss Salaam
Ezdehar,32.660941,46.137233,Iraq,Ezdehar
Hussiniyah,32.675802,44.161314,Iraq,Hussiniyah
Pb Mahawil,32.696161,44.4022,Iraq,Pb Mahawil
Jss Jabella,32.726682,44.655507,Iraq,Jss Jabella
Al Zubidiyah,32.742851,45.150823,Iraq,Al Zubidiyah
Trebil,32.7434006,39.0124016,Iraq,Trebil
Dur Rajaib Bridge,32.778912,44.507104,Iraq,Dur Rajaib Bridge
Shulla,32.786069,44.28845,Iraq,Shulla
Kalsu,32.8055,44.4534988,Iraq,Kalsu
Jss Hamiyah,32.819816,44.253117,Iraq,Jss Hamiyah
Zulu,32.85117,44.77355,Iraq,Zulu
Jss Jurf,32.87312,44.221062,Iraq,Jss Jurf
Iskan,32.879634,44.349293,Iraq,Iskan
Jss Haswah,32.880144,44.384046,Iraq,Jss Haswah
Joint Security Station,32.8924,44.461625,Iraq,Joint Security Station
Jss 18,32.8924,44.461625,Iraq,Jss 18
Pb Diyarah,32.892827,44.529526,Iraq,Pb Diyarah
Azizyah,32.9166666,45.0666666,Iraq,Azizyah
Pb Kelsey,32.939807,44.1872,Iraq,Pb Kelsey
Summers,32.948558,44.63858,Iraq,Summers
Jss Mutanabi,32.958863,45.860384,Iraq,Jss Mutanabi
Al Iskandariyah,32.84026,44.27756,Iraq,Al Iskandariyah
Lutifiyah,32.968637,44.356156,Iraq,Lutifiyah
Patrol B,32.968637,44.356156,Iraq,Patrol B
Rutbah,33,39.933,Iraq,Rutbah
Pb Copper,33.009652,44.517692,Iraq,Pb Copper
Dogwood,33.0130005,44.0704002,Iraq,Dogwood
Pb Yates,33.014888,44.188342,Iraq,Pb Yates
Buzz,33.016992,39.936299,Iraq,Buzz
Korean Village,33.0187988,39.9355011,Iraq,Korean Village
Al Aziziya,33.028114,44.843643,Iraq,Al Aziziya
Patton,33.042704,41.120701,Iraq,Patton
Norseman,33.050298,40.264762,Iraq,Norseman
Pb Inchon - Iz,33.054831,44.132493,Iraq,Pb Inchon - Iz
Dezil,33.067219,44.570187,Iraq,Dezil
Relay Point 1,33.06871,44.44614,Iraq,Relay Point 1
Shanghai,33.071612,44.178373,Iraq,Shanghai
Pb Yusifiyah,33.074042,44.256547,Iraq,Pb Yusifiyah
Jss Deason,33.074607,44.372356,Iraq,Jss Deason
Whiskey 1,33.080665,44.464413,Iraq,Whiskey 1
Carver,33.08078,44.598343,Iraq,Carver
Pb Kemple,33.085957,44.107972,Iraq,Pb Kemple
Italy,33.093839,44.363786,Iraq,Italy
Mahmudiyah,33.093839,44.363786,Iraq,Mahmudiyah
Dragon,33.09474,44.112706,Iraq,Dragon
Fort Atterbury,33.09912,46.03297,Iraq,Fort Atterbury
Badrah,33.1,45.95,Iraq,Badrah
Shocker,33.10665,45.97571,Iraq,Shocker
Salman Pak,33.107867,44.579834,Iraq,Salman Pak
Pb Vanderhorn,33.108149,44.54866,Iraq,Pb Vanderhorn
Fat Boy Bridge,33.110346,44.200927,Iraq,Fat Boy Bridge
Gatorswamp Bridge,33.113496,44.169473,Iraq,Gatorswamp Bridge
Meade,33.11452,44.486577,Iraq,Meade
Pb Corregidor,33.118929,44.240777,Iraq,Pb Corregidor
Jss Wahida,33.119718,44.696644,Iraq,Jss Wahida
Cleary,33.139,44.6924,Iraq,Cleary
Recon,33.14038,44.66548,Iraq,Recon
Warrior Keep,33.145224,44.071883,Iraq,Warrior Keep
Stone - Iz,33.146392,44.381952,Iraq,Stone - Iz
Cahill,33.154343,44.585265,Iraq,Cahill
Motor Head Bridge,33.165436,44.2394,Iraq,Motor Head Bridge
Pb Dolby,33.165755,44.405833,Iraq,Pb Dolby
Hawkes,33.16591,44.489495,Iraq,Hawkes
Pb Lions Den,33.187954,44.161476,Iraq,Pb Lions Den
Abrams,33.18886,41.71088,Iraq,Abrams
Knight,33.1913,44.222452,Iraq,Knight
COP 160K,33.196247,41.702997,Iraq,COP 160K
Qasr Amijj,33.196247,41.702997,Iraq,Qasr Amijj
Murray,33.19712,44.480946,Iraq,Murray
Sedgwick,33.200612,43.514614,Iraq,Sedgwick
Cashe South,33.202785,44.522332,Iraq,Cashe South
Radwaniyah,33.2052,44.2968,Iraq,Radwaniyah
Cashe North,33.208871,44.511618,Iraq,Cashe North
Tuwait,33.208871,44.511618,Iraq,Tuwait
Falcon,33.2090988,44.3690987,Iraq,Falcon
Kilo 160,33.2166666,41.7833333,Iraq,Kilo 160
Radwaniyah Palace Complex,33.218657,44.215343,Iraq,Radwaniyah Palace Complex
Black Foot,33.22628009,44.40607865,Iraq,Black Foot
Guerrero,33.230089,44.321803,Iraq,Guerrero
Paladin,33.23045,43.69,Iraq,Paladin
Angur,33.232345,43.425542,Iraq,Angur
Mustang Ranch,33.23412,44.431334,Iraq,Mustang Ranch
Aztec,33.23509,44.43993,Iraq,Aztec
Jss Tomahawk,33.236389,44.369167,Iraq,Jss Tomahawk
Cop 828,33.237606,44.379598,Iraq,Cop 828
Sadiyah,33.2394,44.3652,Iraq,Sadiyah
Vbc Striker,33.23942,44.22073,Iraq,Vbc Striker
Cropper,33.2456017,44.2187996,Iraq,Cropper
Chosen,33.248562,44.370074,Iraq,Chosen
Norris,33.2507,44.3342,Iraq,Norris
Green,33.250762,43.845622,Iraq,Green
Jss Masafee,33.253156,44.386895,Iraq,Jss Masafee
Gator,33.25369,44.385281,Iraq,Gator
Cop 821,33.254761,44.347699,Iraq,Cop 821
JSS Sadiyah II,33.254761,44.347699,Iraq,JSS Sadiyah II
Warpath,33.254761,44.347699,Iraq,Warpath
Cop 838,33.256721,44.415428,Iraq,Cop 838
Vbc-Slayer,33.2589989,44.2663002,Iraq,Vbc-Slayer
Abu Ghurayb Presidentia,33.259,44.26629,Iraq,Abu Ghurayb Presidentia
Zafaraniya,33.261909,44.482968,Iraq,Zafaraniya
Baghdad Intl Airport,33.2625,44.234444,Iraq,Baghdad Intl Airport
Vbc Area Iv,33.263507,44.205093,Iraq,Vbc Area Iv
Dublin,33.2638,44.2261,Iraq,Dublin
JMMT on Camp We,33.2638,44.2261,Iraq,JMMT on Camp We
Vbc West Biap,33.2638,44.2261,Iraq,Vbc West Biap
White Falcon,33.26483,44.41269,Iraq,White Falcon
Silver,33.265349,43.796516,Iraq,Silver
Black Lions,33.265708,44.315894,Iraq,Black Lions
Jss Al Rashid,33.268,44.5114,Iraq,Jss Al Rashid
Rasheed,33.277778,44.494722,Iraq,Rasheed
Battle,33.279526,44.300834,Iraq,Battle
Rustamiyah,33.2815018,44.5168991,Iraq,Rustamiyah
Camp Brooklyn,33.28152,44.26213,Iraq,Camp Brooklyn
South Victory,33.28152,44.26213,Iraq,South Victory
Vbc Victory,33.28152,44.26213,Iraq,Vbc Victory
Hammer,33.28459,44.82551,Iraq,Hammer
Attack,33.2869,44.3316,Iraq,Attack
Jss Al Rashid 2,33.2869,44.4793,Iraq,Jss Al Rashid 2
Karada,33.287965,44.403835,Iraq,Karada
Abu Ghraib,33.2888985,44.0646019,Iraq,Abu Ghraib
Babil,33.290919,44.429881,Iraq,Babil
Ameriyah,33.294176,44.297893,Iraq,Ameriyah
Fernandez,33.295027,44.370911,Iraq,Fernandez
Cross,33.295054,43.69252,Iraq,Cross
Log Base Seitz,33.29765,44.20034,Iraq,Log Base Seitz
Vbc Seitz,33.29765,44.20034,Iraq,Vbc Seitz
Union,33.29803,44.3781,Iraq,Union
Prosperity Exclusion,33.29862,44.36982,Iraq,Prosperity Exclusion
Regular,33.29899,44.39044,Iraq,Regular
Pump House Barney,33.2994,43.8093,Iraq,Pump House Barney
Torch,33.2996,44.32888,Iraq,Torch
Prosperity,33.3005981,44.3609009,Iraq,Prosperity
Butler Range Complex,33.3012009,44.8067017,Iraq,Butler Range Complex
Besmaya Range,33.30131,44.805021,Iraq,Besmaya Range
Besmiyah Range,33.30131,44.805021,Iraq,Besmiyah Range
Command Liason Element Compound,33.302939,44.39813,Iraq,Command Liason Element Compound
TFBSO,33.302939,44.39813,Iraq,TFBSO
Pb Raider,33.303096,44.178593,Iraq,Pb Raider
Embassy Annex,33.3036,44.410281,Iraq,Embassy Annex
Al Jadida,33.304611,44.470707,Iraq,Al Jadida
Blackjack,33.30485,44.25656,Iraq,Blackjack
North Victory,33.30485,44.25656,Iraq,North Victory
Vbc Liberty,33.30485,44.25656,Iraq,Vbc Liberty
Ctcp Support House,33.3049,44.40007,Iraq,Ctcp Support House
Annihilators,33.305317,44.277287,Iraq,Annihilators
Qasr Tall Mihl,33.3064117,44.2419548,Iraq,Qasr Tall Mihl
Blackhawk,33.30645,44.40274,Iraq,Blackhawk
Thunder,33.30649,44.27491,Iraq,Thunder
Thunder Dome,33.30649,44.27491,Iraq,Thunder Dome
Green Zone,33.307434,44.386053,Iraq,Green Zone
Constitution,33.3078,44.2312,Iraq,Constitution
Joint Coordination Center Abu Ghraib,33.308469,44.214421,Iraq,Joint Coordination Center Abu Ghraib
Assassin,33.3087,44.6174,Iraq,Assassin
Khadra,33.310145,44.296464,Iraq,Khadra
Csh Warehouse,33.310151,44.409056,Iraq,Csh Warehouse
Cop 727,33.311696,44.482438,Iraq,Cop 727
Freedom Compound,33.3117,44.4035,Iraq,Freedom Compound
Bonzai Djss,33.313077,44.315894,Iraq,Bonzai Djss
Essayons,33.313505,44.406884,Iraq,Essayons
Conqueror,33.31575,44.40461,Iraq,Conqueror
Bushmaster 1,33.316405,44.389901,Iraq,Bushmaster 1
Honor,33.3171005,44.3993988,Iraq,Honor
Commanche,33.31721,44.40826,Iraq,Commanche
Sandi,33.319554,44.415696,Iraq,Sandi
Assassin Main,33.3198,44.40373,Iraq,Assassin Main
Camp Ruhlen,33.3198,44.40373,Iraq,Camp Ruhlen
Cop 799,33.319961,44.52358,Iraq,Cop 799
Camp Payne,33.32057,44.21678,Iraq,Camp Payne
Ftcp,33.32057,44.21678,Iraq,Ftcp
Atlas,33.321719,44.2128,Iraq,Atlas
Al Muthana,33.323863,44.471547,Iraq,Al Muthana
Reaper - Iz,33.323928,43.787214,Iraq,Reaper - Iz
Hell Hound,33.32408,44.20171,Iraq,Hell Hound
Mercury,33.3244019,43.9115982,Iraq,Mercury
Op Castillo,33.326498,43.814241,Iraq,Op Castillo
Shuhada,33.327295,43.795848,Iraq,Shuhada
Loyalty,33.3283005,44.4821014,Iraq,Loyalty
Adl,33.330968,44.301553,Iraq,Adl
Provider,33.33214,44.43717,Iraq,Provider
Shield,33.33214,44.43717,Iraq,Shield
Volunteer,33.33214,44.43717,Iraq,Volunteer
Cop Tash,33.332924,43.269269,Iraq,Cop Tash
Nasir Wa Salam,33.333249,44.062919,Iraq,Nasir Wa Salam
Beladiyat,33.333617,44.465954,Iraq,Beladiyat
Black,33.337317,43.749956,Iraq,Black
Independence,33.34031,44.35501,Iraq,Independence
Muthana,33.34031,44.35501,Iraq,Muthana
Jss Sheikh Marouf,33.342,44.374,Iraq,Jss Sheikh Marouf
Jss Bab Al Sheihk,33.342481,44.40585,Iraq,Jss Bab Al Sheihk
Fallujah,33.34302,43.8552,Iraq,Fallujah
Baharia,33.34302,43.8552,Iraq,Baharia
Dreamland,33.34302,43.8552,Iraq,Dreamland
Martyrs Monument,33.34345,44.44655,Iraq,Martyrs Monument
Al Khansa,33.344273,44.50159,Iraq,Al Khansa
Bab Al-Mouadam,33.344685,44.385909,Iraq,Bab Al-Mouadam
Rasheed,33.344685,44.385909,Iraq,Rasheed
Al Sin AA,33.344815,43.792566,Iraq,Al Sin AA
Shaheed Sufan,33.344815,43.792566,Iraq,Shaheed Sufan
Taqqadum,33.3456001,43.5919991,Iraq,Taqqadum
Rusafa,33.346095,44.411249,Iraq,Rusafa
Jss Hurriyah,33.346812,44.316719,Iraq,Jss Hurriyah
Red Falcon,33.3472,44.29607,Iraq,Red Falcon
Andaloos,33.348448,43.770325,Iraq,Andaloos
Commando Bar,33.349535,44.502147,Iraq,Commando Bar
Bushmaster 2,33.351658,44.527891,Iraq,Bushmaster 2
Jss Commanche,33.352206,44.443282,Iraq,Jss Commanche
Op Burgess,33.35232,43.78028,Iraq,Op Burgess
Jss Salamiyat,33.354994,44.223311,Iraq,Jss Salamiyat
Ghazaliyah,33.356888,44.275507,Iraq,Ghazaliyah
308,33.36288,44.36044,Iraq,308
Apache,33.36288,44.36044,Iraq,Apache
Gunner Main,33.36288,44.36044,Iraq,Gunner Main
Jss Al Qanat,33.363018,44.422973,Iraq,Jss Al Qanat
Al Shorta,33.364363,43.799465,Iraq,Al Shorta
Askari,33.364363,43.799465,Iraq,Askari
Khadairy,33.364363,43.799465,Iraq,Khadairy
Hamid,33.364784,43.756101,Iraq,Hamid
Thawra I,33.365973,44.42528,Iraq,Thawra I
Jss Adhamiyah,33.368119,44.361259,Iraq,Jss Adhamiyah
Hurriyah II,33.372932,44.318011,Iraq,Hurriyah II
Choate,33.37306,44.41153,Iraq,Choate
Melody,33.37306,44.41153,Iraq,Melody
Spartan Main,33.37306,44.41153,Iraq,Spartan Main
Salie,33.373674,44.695948,Iraq,Salie
Cop 763,33.373908,44.525931,Iraq,Cop 763
Jss Thawra II,33.374187,44.439186,Iraq,Jss Thawra II
Manhatan,33.375495,43.565516,Iraq,Manhatan
Habanyah,33.376944,43.567778,Iraq,Habanyah
Marlboro,33.37788,44.48074,Iraq,Marlboro
Habbaniyah,33.3796005,43.5774002,Iraq,Habbaniyah
Zahra,33.383248,44.315926,Iraq,Zahra
Banzai,33.3836,44.35491,Iraq,Banzai
Dakota,33.3836,44.35491,Iraq,Dakota
Hunter,33.3836,44.35491,Iraq,Hunter
Justice,33.3836,44.35491,Iraq,Justice
Ford,33.38626,44.408415,Iraq,Ford
Hope,33.3888016,44.5054016,Iraq,Hope
Camp Cowboy,33.39086,44.36453,Iraq,Camp Cowboy
Crusader Main,33.39086,44.36453,Iraq,Crusader Main
Aqur Quf,33.394244,44.129977,Iraq,Aqur Quf
Saqlawiyah,33.396272,43.684084,Iraq,Saqlawiyah
Jss Basateen,33.3987,44.3845,Iraq,Jss Basateen
Rivera,33.400716,43.684774,Iraq,Rivera
Callahan,33.401802,44.387036,Iraq,Callahan
Adalla,33.405098,43.30665,Iraq,Adalla
Mobile,33.405701,43.712663,Iraq,Mobile
Spartan,33.410876,43.311374,Iraq,Spartan
Al Shaab,33.414183,44.402479,Iraq,Al Shaab
Camp Ruhlen,33.4147,44.35231,Iraq,Camp Ruhlen
Solidarity,33.4147,44.35231,Iraq,Solidarity
Steel,33.415608,43.276744,Iraq,Steel
Jss Ur,33.416447,44.432106,Iraq,Jss Ur
Ashreen,33.418617,43.311947,Iraq,Ashreen
Islanders,33.418655,44.154598,Iraq,Islanders
Bassam,33.420147,44.16179,Iraq,Bassam
Canal,33.420536,43.333849,Iraq,Canal
Juiaba,33.422684,43.413027,Iraq,Juiaba
Malaab,33.423038,43.322724,Iraq,Malaab
War Eagle,33.424147,44.347081,Iraq,War Eagle
Jss Anbar Provisional Covernment Center,33.424641,43.296531,Iraq,Jss Anbar Provisional Covernment Center
Corregidor,33.427,43.3324,Iraq,Corregidor
Viking,33.427647,43.659147,Iraq,Viking
Mohawk,33.427945,43.713822,Iraq,Mohawk
Bali,33.428207,43.474708,Iraq,Bali
Pathfinder,33.428207,43.474708,Iraq,Pathfinder
JSS Sabataj,33.429157,43.29533,Iraq,JSS Sabataj
Jumayah,33.430731,43.295697,Iraq,Jumayah
AG College,33.43089,43.3327,Iraq,AG College
Combat Outpost,33.43089,43.3327,Iraq,Combat Outpost
Qatana,33.431801,43.303958,Iraq,Qatana
Ibrahim Bin Ali,33.432731,44.044782,Iraq,Ibrahim Bin Ali
Al Walid,33.4328995,38.9269981,Iraq,Al Walid
Snake Pit,33.43426,43.26949,Iraq,Snake Pit
Nasser,33.43477,43.31785,Iraq,Nasser
Thaylat,33.43538,43.304896,Iraq,Thaylat
Iba,33.435561,44.050939,Iraq,Iba
South Angels,33.436615,43.750268,Iraq,South Angels
Hawk,33.437289,43.312242,Iraq,Hawk
Hurricane Point,33.4376984,43.2650986,Iraq,Hurricane Point
Al Ramadi,33.43963,43.24045,Iraq,Al Ramadi
Junction Cit,33.43963,43.24045,Iraq,Junction Cit
Blue Diamond,33.4416008,43.2593002,Iraq,Blue Diamond
South,33.442853,44.26971,Iraq,South
Baghdad-Bandit Island,33.44306,44.34264,Iraq,Baghdad-Bandit Island
Bandit Island,33.44306,44.34264,Iraq,Bandit Island
Baghdad Island,33.4436,44.3451,Iraq,Baghdad Island
Lee,33.449804,43.254053,Iraq,Lee
Sab Al Bour,33.459991,44.147915,Iraq,Sab Al Bour
Pb Tamooz,33.462403,45.096367,Iraq,Pb Tamooz
Fallahat,33.462559,44.295667,Iraq,Fallahat
Obaid,33.4648,43.425,Iraq,Obaid
Pb Mchale,33.465909,45.03207,Iraq,Pb Mchale
Cop Subak Sur,33.466711,44.462696,Iraq,Cop Subak Sur
Wallah,33.48316,43.27078,Iraq,Wallah
Riggs,33.4868,42.890488,Iraq,Riggs
Eagle Base,33.489471,43.432625,Iraq,Eagle Base
Istiqlal,33.490051,44.38353,Iraq,Istiqlal
Cavalier,33.509073,44.202062,Iraq,Cavalier
Jss Youngblood,33.511162,43.30999,Iraq,Jss Youngblood
Hor Al Bash,33.511632,44.203093,Iraq,Hor Al Bash
Al Taji Aaf,33.517,44.25,Iraq,Al Taji Aaf
Condor,33.518403,44.127786,Iraq,Condor
Taji,33.5187988,44.2510986,Iraq,Taji
Sheik Amir,33.523478,44.13635,Iraq,Sheik Amir
Jss Diamond,33.547311,45.119449,Iraq,Jss Diamond
Taji Echo Area,33.55214,44.22343,Iraq,Taji Echo Area
Jss Al Awad,33.553575,44.191118,Iraq,Jss Al Awad
Kubaysah,33.596353,42.620396,Iraq,Kubaysah
Key West,33.603815,44.547458,Iraq,Key West
Imam Mansour,33.60531149,45.10455655,Iraq,Imam Mansour
Sheik Hamad Village,33.612197,44.322744,Iraq,Sheik Hamad Village
Cop 4,33.62849,42.817946,Iraq,Cop 4
Heet,33.633,43.75,Iraq,Heet
Bama,33.634204,45.059304,Iraq,Bama
Jss Mushada,33.638857,44.233064,Iraq,Jss Mushada
Animal,33.64177,44.23438,Iraq,Animal
Munshada East,33.645111,44.315654,Iraq,Munshada East
Nubai,33.6473,44.0852,Iraq,Nubai
COL DMC,33.65636,44.720443,Iraq,COL DMC
Diyala Media Center,33.65636,44.720443,Iraq,Diyala Media Center
Tarmiyah,33.666085,44.390119,Iraq,Tarmiyah
Op Graceland,33.670522,42.722266,Iraq,Op Graceland
Zeimer,33.673102,43.465164,Iraq,Zeimer
Hit,33.6846008,42.7709999,Iraq,Hit
Nott,33.68752,45.04348,Iraq,Nott
Akashat,33.711444,39.971289,Iraq,Akashat
Buhritz,33.7167,44.6478,Iraq,Buhritz
Hawas,33.735438,43.730605,Iraq,Hawas
Aruba,33.736876,44.487219,Iraq,Aruba
Khatoon,33.738303,44.605529,Iraq,Khatoon
Rowad,33.742174,44.257876,Iraq,Rowad
Caldwell,33.7425003,45.2331009,Iraq,Caldwell
Adam,33.742505,44.650432,Iraq,Adam
Gabe,33.7447014,44.6800003,Iraq,Gabe
Rough Rider,33.74514,45.5205,Iraq,Rough Rider
Alamo,33.7469,44.6479,Iraq,Alamo
Diyala Governance Center,33.746971,44.647542,Iraq,Diyala Governance Center
Mujema,33.759089,44.590748,Iraq,Mujema
Scunion,33.7803,44.59594,Iraq,Scunion
Warhorse,33.7938995,44.6010017,Iraq,Warhorse
Al Asad,33.7947998,42.4466019,Iraq,Al Asad
Aukashat,33.8,40.133,Iraq,Aukashat
As Sadah,33.800179,44.672896,Iraq,As Sadah
Lion - Iz,33.820823,44.326801,Iraq,Lion - Iz
Al Abarrah,33.821409,44.667319,Iraq,Al Abarrah
Zukhaykha,33.828892,42.730757,Iraq,Zukhaykha
Vanguard,33.83207,44.29483,Iraq,Vanguard
Oryan,33.8390007,44.3450012,Iraq,Oryan
O'ryan,33.8390007,44.3450012,Iraq,O'ryan
Orion,33.8390007,44.3450012,Iraq,Orion
Mullalah,33.8412,44.8131,Iraq,Mullalah
Blackfoot,33.85666,44.5131,Iraq,Blackfoot
Gimlet,33.85666,44.5131,Iraq,Gimlet
Khalis,33.85666,44.5131,Iraq,Khalis
Rock,33.85666,44.5131,Iraq,Rock
Mullalah 2,33.863353,44.683553,Iraq,Mullalah 2
As Sindiyah Bridge,33.887307,44.434207,Iraq,As Sindiyah Bridge
Timberwolf,33.905018,42.582049,Iraq,Timberwolf
Border Fort 9,33.912834,39.873951,Iraq,Border Fort 9
Wahid Bridge,33.917625,42.5616,Iraq,Wahid Bridge
Grierson,33.93481,45.2229,Iraq,Grierson
Anaconda,33.93649,44.35727,Iraq,Anaconda
Balad,33.93649,44.35727,Iraq,Balad
Jbb,33.93649,44.35727,Iraq,Jbb
Balad Southeast,33.95,44.367,Iraq,Balad Southeast
Paliwoda,33.9953995,44.1791992,Iraq,Paliwoda
Albu Hyatt,34.00658,42.436638,Iraq,Albu Hyatt
Talon,34.010851,45.031843,Iraq,Talon
Love,34.031914,43.984023,Iraq,Love
Milledge,34.036567,44.924481,Iraq,Milledge
Rawashid,34.043043,44.117143,Iraq,Rawashid
Pb Tahadi,34.05113,42.40599,Iraq,Pb Tahadi
Wolf,34.0536003,42.0792007,Iraq,Wolf
Ares,34.0571,44.8552,Iraq,Ares
Aryes,34.0571,44.8552,Iraq,Aryes
Khaffijayah,34.064317,42.382236,Iraq,Khaffijayah
Hadithah,34.067,42.367,Iraq,Hadithah
K-3,34.075459,42.3582,Iraq,K-3
Barbarian,34.0776,44.5928,Iraq,Barbarian
Grizzly,34.0776,44.5928,Iraq,Grizzly
Ellis,34.084761,42.406333,Iraq,Ellis
Ashraf,34.1024017,44.6184998,Iraq,Ashraf
Green Acres,34.10565,45.01605,Iraq,Green Acres
Haditha,34.135431,42.352875,Iraq,Haditha
Mackenzie,34.17039,44.25459,Iraq,Mackenzie
Pacesetter,34.17039,44.25459,Iraq,Pacesetter
Samarra,34.17039,44.25459,Iraq,Samarra
Mckenzie,34.1703987,44.2546005,Iraq,Mckenzie
Stoddard,34.17906,43.85737,Iraq,Stoddard
Patrol Base Uvanni,34.1936989,43.8832016,Iraq,Patrol Base Uvanni
Magic Mountain,34.1960983,45.4655991,Iraq,Magic Mountain
Pb Kaufman,34.19852,43.872824,Iraq,Pb Kaufman
Patrol Base Razor,34.2008018,43.865799,Iraq,Patrol Base Razor
Cmoc,34.20351,43.86789,Iraq,Cmoc
Patrol Base Olson,34.2043991,43.8665009,Iraq,Patrol Base Olson
Cobra,34.2230988,45.1585007,Iraq,Cobra
Sagrah,34.229149,42.143609,Iraq,Sagrah
Brassfield,34.245554,43.768129,Iraq,Brassfield
Mora,34.245554,43.768129,Iraq,Mora
Camp Daniels,34.24603,43.88361,Iraq,Camp Daniels
Al Kaem,34.25,41.15,Iraq,Al Kaem
Samaraa,34.25,43.78,Iraq,Samaraa
Al Qaim,34.2636986,41.1624985,Iraq,Al Qaim
Cop South,34.28096,40.98915,Iraq,Cop South
Khanaqin,34.3,45.42,Iraq,Khanaqin
Cop Nu Hamza,34.324233,41.186011,Iraq,Cop Nu Hamza
Reyanah,34.346184,42.025498,Iraq,Reyanah
Anah,34.3666666,41.95,Iraq,Anah
Ocotal,34.36907,41.98569,Iraq,Ocotal
Carpenter,34.37534,45.38155,Iraq,Carpenter
Wyatt,34.37534,45.38155,Iraq,Wyatt
Edge,34.378336,45.456868,Iraq,Edge
Gannon II,34.378943,40.966709,Iraq,Gannon II
Bp Hue City,34.391383,40.999533,Iraq,Bp Hue City
Gannon,34.3963013,40.975399,Iraq,Gannon
Camp Khalid,34.406156,41.918903,Iraq,Camp Khalid
Wilson,34.4110985,43.7975998,Iraq,Wilson
Arrow,34.41115,43.79765,Iraq,Arrow
Ubaydi,34.412051,41.215285,Iraq,Ubaydi
